SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,FACE VALUE,Index,BSE_Security_Code,Listed_Company_Name,Ticker_Symbol,Official_Issuer_Name,Listing_Status,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,Instrument,ISIN
,,,,,,,3512,540396,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,Active,T ,10.0,INE784W01015,Equity,,,,,
,,,,,,,3513,540401,Maximus International Limited,MAXIMUS,Maximus International Ltd,Active,X ,1.0,INE544W01021,Equity,,,,,
,,,,,,,3514,540402,Manas Properties Limited,MANAS,Manas Properties Ltd,Active,MT,10.0,INE800W01019,Equity,,,,,
,,,,,,,3515,540403,CL Educate Limited,CLEDUCATE,CL Educate Ltd,Active,B ,5.0,INE201M01029,Equity,,,,,
,,,,,,,3516,540404,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,Active,B ,10.0,INE442V01012,Equity,,,,,
,,,,,,,3517,540405,Oceanic Foods Limited,OCEANIC,Oceanic Foods Ltd,Active,X ,10.0,INE711V01010,Equity,,,,,
,,,,,,,3518,540416,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,Active,MT,10.0,INE208U01019,Equity,,,,,
,,,,,,,3519,540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Active,B ,10.0,INE274V01019,Equity,,,,,
,,,,,,,3520,540455,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,Active,B ,10.0,INE953W01016,Equity,,,,,
,,,,,,,3521,540467,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,Active,X ,10.0,INE808R01012,Equity,,,,,
,,,,,,,3522,540468,KMS Medisurgi Limited,KMSMEDI,KMS Medisurgi Ltd,Active,MT,10.0,INE870V01014,Equity,,,,,
,,,,,,,3523,540481,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,Active,XT,10.0,INE949C01016,Equity,,,,,
,,,,,,,3524,540492,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,Active,T ,1.0,INE594W01042,Equity,,,,,
,,,,,,,3525,540497,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,Active,B ,5.0,INE807K01035,Equity,,,,,
,,,,,,,3526,540515,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,Active,XT,10.0,INE453S01015,Equity,,,,,
,,,,,,,3527,540519,Meera Industries Limited,MEERA,Meera Industries Ltd,Active,B ,10.0,INE343X01018,Equity,,,,,
,,,,,,,3528,540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.0,INE031A01017,Equity,,,,,
,,,,,,,3529,540544,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,Active,B ,10.0,INE488V01015,Equity,,,,,
,,,,,,,3530,540545,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,Active,XT,10.0,INE986W01016,Equity,,,,,
,,,,,,,3531,540550,Yug Decor Limited,YUG,Yug Decor Ltd,Active,MT,10.0,INE796W01019,Equity,,,,,
,,,,,,,3532,540570,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,Active,X ,1.0,INE717F01028,Equity,,,,,
,,,,,,,3533,540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,Active,A ,1.0,INE460H01021,Equity,,,,,
,,,,,,,3534,540590,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,Active,X ,10.0,INE325X01015,Equity,,,,,
,,,,,,,3535,540595,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Active,A ,10.0,INE010J01012,Equity,,,,,
,,,,,,,3536,540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1.0,INE406M01024,Equity,,,,,
,,,,,,,3537,540597,Containerway International Limited,CONTAINER,Containerway International Ltd,Active,XT,5.0,INE319U01022,Equity,,,,,
,,,,,,,3538,540602,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,Active,B ,10.0,INE869I01013,Equity,,,,,
,,,,,,,3539,540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10.0,INE949L01017,Equity,,,,,
,,,,,,,3540,540612,ICICI Prudential Mutual Fund,LOWVOLIETF,ICICI Prudential Nifty 100 Low Volatility 30 ETF,Active,B ,1.0,INF109KC19U5,Equity,,,,,
,,,,,,,3541,540613,Gautam Exim Limited,GEL,Gautam Exim Ltd,Active,MT,10.0,INE721X01015,Equity,,,,,
,,,,,,,3542,540614,G G Engineering Limited,GGENG,G G Engineering Ltd,Active,X ,1.0,INE694X01030,Equity,,,,,
,,,,,,,3543,540615,7NR Retail Limited,7NR,7NR Retail Ltd,Active,X ,10.0,INE413X01035,Equity,,,,,
,,,,,,,3544,540642,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Active,B ,1.0,INE170V01027,Equity,,,,,
,,,,,,,3545,540647,Ganges Securities Ltd.,GANGESSECU,Ganges Securities Ltd,Active,B ,10.0,INE335W01016,Equity,,,,,
,,,,,,,3546,540648,Palash Securities Limited,PALASHSECU,Palash Securities Ltd,Active,B ,10.0,INE471W01019,Equity,,,,,
,,,,,,,3547,540649,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10.0,INE349W01017,Equity,,,,,
,,,,,,,3548,540650,Magadh Sugar & Energy Limited,MAGADSUGAR,Magadh Sugar & Energy Ltd,Active,B ,10.0,INE347W01011,Equity,,,,,
,,,,,,,3549,540651,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,Active,M ,10.0,INE943X01015,Equity,,,,,
,,,,,,,3550,540652,Captain Technocast Limited,CTCL,Captain Technocast Ltd,Active,M ,10.0,INE931X01010,Equity,,,,,
,,,,,,,3551,540654,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Active,X ,10.0,INE632W01016,Equity,,,,,
,,,,,,,3552,540669,UTI Mutual Fund,NEXT50BETA,UTI Nifty Next 50 ETF,Active,B ,1.0,INF789F1AUW9,Equity,,,,,
,,,,,,,3553,540673,SIS LIMITED,SIS,SIS Ltd,Active,B ,5.0,INE285J01028,Equity,,,,,
,,,,,,,3554,540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,5.0,INE704P01025,Equity,,,,,
,,,,,,,3555,540679,HALEOS LABS LIMITED,HALEOSLABS,Haleos Labs Ltd,Active,T ,10.0,INE320X01016,Equity,,,,,
,,,,,,,3556,540680,KIOCL Limited,KIOCL,KIOCL Ltd,Active,A ,10.0,INE880L01014,Equity,,,,,
,,,,,,,3557,540681,CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,Active,M ,10.0,INE344X01016,Equity,,,,,
,,,,,,,3558,540686,Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,Active,X ,10.0,INE172E01011,Equity,,,,,
,,,,,,,3559,540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10.0,INE674K01013,Equity,,,,,
,,,,,,,3560,540692,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Active,B ,10.0,INE346W01013,Equity,,,,,
,,,,,,,3561,540693,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Active,T ,1.0,INE145Y01023,Equity,,,,,
,,,,,,,3562,540694,ANG Lifesciences India Limited,ANG,ANG Lifesciences India Ltd,Active,B ,10.0,INE236W01016,Equity,,,,,
,,,,,,,3563,540696,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,Active,XT,1.0,INE185U01035,Equity,,,,,
,,,,,,,3564,540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2.0,INE935N01020,Equity,,,,,
,,,,,,,3565,540700,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Active,B ,10.0,INE727S01012,Equity,,,,,
,,,,,,,3566,540701,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,B ,2.0,INE385W01011,Equity,,,,,
,,,,,,,3567,540702,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Active,B ,10.0,INE670X01014,Equity,,,,,
,,,,,,,3568,540703,PRO CLB GLOBAL LIMITED,PROCLB,Pro Clb Global Ltd,Active,XT,10.0,INE438C01010,Equity,,,,,
,,,,,,,3569,540704,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Active,B ,5.0,INE866R01028,Equity,,,,,
,,,,,,,3570,540709,Reliance Home Finance Limited,RHFL,Reliance Home Finance Ltd,Active,Z ,10.0,INE217K01011,Equity,,,,,
,,,,,,,3571,540710,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10.0,INE264T01014,Equity,,,,,
,,,,,,,3572,540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10.0,INE765G01017,Equity,,,,,
,,,,,,,3573,540717,Polo Queen Industrial and Fintech Limited ,PQIF,Polo Queen Industrial and Fintech Ltd,Active,B ,2.0,INE689M01025,Equity,,,,,
,,,,,,,3574,540718,AAYUSH ART AND BULLION LIMITED,AAYUSHBULL,Aayush Art And Bullion Ltd,Active,M ,10.0,INE777X01017,Equity,,,,,
,,,,,,,3575,540719,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10.0,INE123W01016,Equity,,,,,
,,,,,,,3576,540724,Prataap Snacks Limited,DIAMONDYD,Prataap Snacks Ltd,Active,B ,5.0,INE393P01035,Equity,,,,,
,,,,,,,3577,540725,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Active,B ,2.0,INE932X01026,Equity,,,,,
,,,,,,,3578,540726,Trident Texofab Limited,TTFL,Trident Texofab Ltd,Active,B ,10.0,INE071Y01013,Equity,,,,,
,,,,,,,3579,540727,Poojawestern Metaliks Limited,POOJA,Poojawestern Metaliks Ltd,Active,B ,10.0,INE973X01012,Equity,,,,,
,,,,,,,3580,540728,Sayaji Industries Limited,SAYAJIIND,Sayaji Industries Ltd,Active,X ,5.0,INE327G01032,Equity,,,,,
,,,,,,,3581,540729,Vanta Bioscience Limited,VANTABIO,Vanta Bioscience Ltd,Active,M ,10.0,INE695X01011,Equity,,,,,
,,,,,,,3582,540730,Mehai Technology  Limited,MEHAI,Mehai Technology Ltd,Active,X ,1.0,INE062Y01020,Equity,,,,,
,,,,,,,3583,540735,IRIS RegTech Solutions Limited,IRIS,IRIS RegTech Solutions Ltd,Active,B ,10.0,INE864K01010,Equity,,,,,
,,,,,,,3584,540737,Shree Ganesh Remedies Limited,SGRL,Shree Ganesh Remedies Ltd,Active,X ,10.0,INE414Y01015,Equity,,,,,
,,,,,,,3585,540738,Shreeji Translogistics Limited,STL,Shreeji Translogistics Ltd,Active,B ,2.0,INE402Y01028,Equity,,,,,
,,,,,,,3586,540743,Godrej Agrovet Limited,GODREJAGRO,Godrej Agrovet Ltd,Active,A ,10.0,INE850D01014,Equity,,,,,
,,,,,,,3587,540749,MAS Financial Services Limited,MASFIN,MAS Financial Services Ltd,Active,B ,10.0,INE348L01012,Equity,,,,,
,,,,,,,3588,540750,Indian Energy Exchange Limited,IEX,Indian Energy Exchange Ltd,Active,A ,1.0,INE022Q01020,Equity,,,,,
,,,,,,,3589,540755,General Insurance Corporation of India,GICRE,General Insurance Corporation of India,Active,A ,5.0,INE481Y01014,Equity,,,,,
,,,,,,,3590,540756,Kaarya Facilities and Services Limited,KAARYAFSL,Kaarya Facilities and Services Ltd,Active,MT,10.0,INE282Y01016,Equity,,,,,
,,,,,,,3591,540757,SHEETAL COOL PRODUCTS LIMITED,SCPL,Sheetal Cool Products Ltd,Active,B ,10.0,INE501Y01019,Equity,,,,,
,,,,,,,3592,540762,Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,Active,A ,1.0,INE974X01010,Equity,,,,,
,,,,,,,3593,540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10.0,INE298J01013,Equity,,,,,
,,,,,,,3594,540768,Mahindra Logistics Limited,MAHLOG,Mahindra Logistics Ltd,Active,B ,10.0,INE766P01016,Equity,,,,,
,,,,,,,3595,540769,The New India Assurance Company Limited,NIACL,The New India Assurance Company Ltd,Active,A ,5.0,INE470Y01017,Equity,,,,,
,,,,,,,3596,540774,IFGL Refractories Limited,IFGLEXPOR,IFGL Refractories Ltd,Active,B ,10.0,INE133Y01011,Equity,,,,,
,,,,,,,3597,540775,Khadim India Limited,KHADIM,Khadim India Ltd,Active,B ,10.0,INE834I01025,Equity,,,,,
,,,,,,,3598,540776,5paisa Capital Limited,5PAISA,5paisa Capital Ltd,Active,B ,10.0,INE618L01018,Equity,,,,,
,,,,,,,3599,540777,HDFC LIFE INSURANCE COMPANY LIMITED,HDFCLIFE,HDFC Life Insurance Company Ltd,Active,A ,10.0,INE795G01014,Equity,,,,,
,,,,,,,3600,540782,Sanghvi Brands Limited,SBRANDS,Sanghvi Brands Ltd,Active,M ,10.0,INE204Y01010,Equity,,,,,
,,,,,,,3601,540786,SHARIKA ENTERPRISES LIMITED,SHARIKA,Sharika Enterprises Ltd,Active,B ,5.0,INE669Y01022,Equity,,,,,
,,,,,,,3602,540787,ICICI Prudential Mutual Fund,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,Active,A ,10.0,INF109KB15Y7,Equity,,,,,
,,,,,,,3603,540788,Aspira Pathlab & Diagnostics Limited,ASPIRA,Aspira Pathlab & Diagnostics Ltd,Active,X ,10.0,INE500C01017,Equity,,,,,
,,,,,,,3604,540789,Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,Active,B ,1.0,INE016M01021,Equity,,,,,
,,,,,,,3605,540795,Dynamic Cables Limited,DYCL,Dynamic Cables Ltd,Active,B ,10.0,INE600Y01019,Equity,,,,,
,,,,,,,3606,540796,Ratnabhumi Developers Limited,RATNABHUMI,Ratnabhumi Developers Ltd,Active,B ,10.0,INE821Y01011,Equity,,,,,
,,,,,,,3607,540797,Shalby Limited,SHALBY,Shalby Ltd,Active,B ,10.0,INE597J01018,Equity,,,,,
,,,,,,,3608,540809,MRC AGROTECH LIMITED,MRCAGRO,MRC Agrotech Ltd,Active,T ,10.0,INE333Y01017,Equity,,,,,
,,,,,,,3609,540811,Diggi Multitrade Limited,DML,Diggi Multitrade Ltd,Active,M ,10.0,INE158R01012,Equity,,,,,
,,,,,,,3610,540821,CRYSTAL BUSINESS SYSTEM LIMITED,CRYSTAL,Crystal Business System Ltd,Active,X ,1.0,INE994R01028,Equity,,,,,
,,,,,,,3611,540824,Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,Active,B ,10.0,INE646X01014,Equity,,,,,
,,,,,,,3612,540829,Chandrima Mercantiles limited ,CHANDRIMA,Chandrima Mercantiles Ltd,Active,XT,1.0,INE371F01024,Equity,,,,,
,,,,,,,3613,540843,Rithwik Facility Management Services Limited,RITHWIKFMS,Rithwik Facility Management Services Ltd,Active,MT,10.0,INE819Y01015,Equity,,,,,
,,,,,,,3614,540850,Jhandewalas Foods Limited,JFL,Jhandewalas Foods Ltd,Active,M ,10.0,INE841Y01019,Equity,,,,,
,,,,,,,3615,540874,7SEAS ENTERTAINMENT LIMITED,7SEASL,7Seas Entertainment Ltd,Active,X ,10.0,INE454F01010,Equity,,,,,
,,,,,,,3616,540879,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Active,A ,1.0,INE713T01028,Equity,,,,,
,,,,,,,3617,540900,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Active,A ,10.0,INE619B01017,Equity,,,,,
,,,,,,,3618,540901,Praxis Home Retail Limited ,PRAXIS,Praxis Home Retail Ltd,Active,B ,5.0,INE546Y01022,Equity,,,,,
,,,,,,,3619,540902,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Active,A ,10.0,INE371P01015,Equity,,,,,
,,,,,,,3620,540904,TIRUPATI FOAM LIMITED,TIRUFOAM,Tirupati Foam Ltd,Active,XT,10.0,INE115G01015,Equity,,,,,
,,,,,,,3621,540914,SRU Steels Limited,SRUSTEELS,SRU Steels Ltd,Active,X ,10.0,INE425C01017,Equity,,,,,
,,,,,,,3622,540923,Ashoka Metcast Limited,ASHOKAMET,Ashoka Metcast Ltd,Active,B ,10.0,INE760Y01011,Equity,,,,,
,,,,,,,3623,540935,Galaxy Surfactants Limited,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10.0,INE600K01018,Equity,,,,,
,,,,,,,3624,540936,Gautam Gems Limited,GGL,Gautam Gems Ltd,Active,B ,10.0,INE063Z01017,Equity,,,,,
,,,,,,,3625,540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,B ,2.0,INE630Y01024,Equity,,,,,
,,,,,,,3626,540938,Gujarat Hy-Spin Limited,GUJHYSPIN,Gujarat Hy-Spin Ltd,Active,M ,10.0,INE578V01013,Equity,,,,,
,,,,,,,3627,540952,LORENZINI APPARELS LIMITED,LAL,Lorenzini Apparels Ltd,Active,B ,1.0,INE740X01023,Equity,,,,,
,,,,,,,3628,540953,Kenvi Jewels Limited,KENVI,Kenvi Jewels Ltd,Active,B ,1.0,INE923Y01023,Equity,,,,,
,,,,,,,3629,540954,The Indian Wood Products Co. Ltd.,IWP,The Indian Wood Products Company Ltd,Active,X ,2.0,INE586E01020,Equity,,,,,
,,,,,,,3630,540955,Tasty Dairy Specialities Limited,TDSL,Tasty Dairy Specialities Ltd,Active,XT,10.0,INE773Y01014,Equity,,,,,
,,,,,,,3631,540956,Bhatia Communications & Retail (India) Limited,BHATIA,Bhatia Communications & Retail (India) Ltd,Active,X ,1.0,INE341Z01025,Equity,,,,,
,,,,,,,3632,540961,Shiva Mills Limited,SHIVAMILLS,Shiva Mills Ltd,Active,B ,10.0,INE644Y01017,Equity,,,,,
,,,,,,,3633,540975,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10.0,INE914M01019,Equity,,,,,
,,,,,,,3634,540980,The Yamuna Syndicate Ltd ,YSL,The Yamuna Syndicate Ltd,Active,X ,100.0,INE868X01014,Equity,,,,,
,,,,,,,3635,541005,KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,Kanco Tea & Industries Ltd,Active,X ,10.0,INE398L01017,Equity,,,,,
,,,,,,,3636,541006,Angel Fibers Limited,ANGEL,Angel Fibers Ltd,Active,M ,10.0,INE339Z01011,Equity,,,,,
,,,,,,,3637,541019,H.G. Infra Engineering Limited,HGINFRA,H.G. Infra Engineering Ltd,Active,B ,10.0,INE926X01010,Equity,,,,,
,,,,,,,3638,541083,Inflame Appliances Limited,INFLAME,Inflame Appliances Ltd,Active,M ,10.0,INE464Z01017,Equity,,,,,
,,,,,,,3639,541096,Bharat Parenterals Limited,BPLPHARMA,Bharat Parenterals Ltd,Active,X ,10.0,INE365Y01019,Equity,,,,,
,,,,,,,3640,541112,Shreeshay Engineers Limited,SHREESHAY,Shreeshay Engineers Ltd,Active,M ,10.0,INE452Z01012,Equity,,,,,
,,,,,,,3641,541133,APEX CAPITAL AND FINANCE LIMITED,ACFL,Apex Capital And Finance Ltd,Active,XT,10.0,INE758W01019,Equity,,,,,
,,,,,,,3642,541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A ,5.0,INE171Z01026,Equity,,,,,
,,,,,,,3643,541144,Active Clothing Co  Limited,ACTIVE,Active Clothing Co Ltd,Active,B ,10.0,INE380Z01015,Equity,,,,,
,,,,,,,3644,541152,GOYAL ALUMINIUMS LIMITED,GOYALALUM,Goyal Aluminiums Ltd,Active,T ,1.0,INE705X01026,Equity,,,,,
,,,,,,,3645,541153,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10.0,INE545U01014,Equity,,,,,
,,,,,,,3646,541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A ,5.0,INE066F01020,Equity,,,,,
,,,,,,,3647,541161,DHARAN INFRA-EPC LIMITED,DHARAN,Dharan Infra-EPC Ltd,Active,Z ,1.0,INE278R01034,Equity,,,,,
,,,,,,,3648,541163,Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,Active,B ,10.0,INE278H01035,Equity,,,,,
,,,,,,,3649,541167,YASHO INDUSTRIES LIMITED,YASHO,Yasho Industries Ltd,Active,B ,10.0,INE616Z01012,Equity,,,,,
,,,,,,,3650,541178,Benara Bearings and Pistons Limited,BENARA,Benara Bearings and Pistons Ltd,Active,MT,10.0,INE495Z01011,Equity,,,,,
,,,,,,,3651,541195,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10.0,INE099Z01011,Equity,,,,,
,,,,,,,3652,541196,Lex Nimble Solutions Limited,LEX,Lex Nimble Solutions Ltd,Active,MT,10.0,INE860Y01019,Equity,,,,,
,,,,,,,3653,541206,Orissa Bengal Carrier Limited,OBCL,Orissa Bengal Carrier Ltd,Active,B ,10.0,INE426Z01016,Equity,,,,,
,,,,,,,3654,541228,Taylormade Renewables Limited,TRL,Taylormade Renewables Ltd,Active,B ,10.0,INE459Z01017,Equity,,,,,
,,,,,,,3655,541233,Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10.0,INE970X01018,Equity,,,,,
,,,,,,,3656,541269,Chemfab Alkalis Ltd,CHEMFAB,Chemfab Alkalis Ltd,Active,B ,10.0,INE783X01023,Equity,,,,,
,,,,,,,3657,541276,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Active,T ,1.0,INE626Z01029,Equity,,,,,
,,,,,,,3658,541299,DR LALCHANDANI LABS LIMITED,DLCL,Dr Lalchandani Labs Ltd,Active,M ,10.0,INE871Z01013,Equity,,,,,
,,,,,,,3659,541301,Orient Electric Limited,ORIENTELEC,Orient Electric Ltd,Active,B ,1.0,INE142Z01019,Equity,,,,,
,,,,,,,3660,541302,Dhruv Consultancy Services Limited,DHRUV,Dhruv Consultancy Services Ltd,Active,B ,10.0,INE506Z01015,Equity,,,,,
,,,,,,,3661,541303,Akshar Spintex Limited,AKSHAR,Akshar Spintex Ltd,Active,B ,1.0,INE256Z01025,Equity,,,,,
,,,,,,,3662,541304,Indo US Bio-Tech Limited,INDOUS,Indo Us Bio-Tech Ltd,Active,B ,10.0,INE250Z01010,Equity,,,,,
,,,,,,,3663,541313,ICICI Prudential Mutual Fund,BSE500IETF,ICICI Prudential BSE 500 ETF,Active,A ,1.0,INF109KC1V59,Equity,,,,,
,,,,,,,3664,541336,IndoStar Capital Finance Limited,INDOSTAR,Indostar Capital Finance Ltd,Active,B ,10.0,INE896L01010,Equity,,,,,
,,,,,,,3665,541337,Milestone Furniture Limited,MILEFUR,Milestone Furniture Ltd,Active,MT,10.0,INE424Z01011,Equity,,,,,
,,,,,,,3666,541338,U. H. ZAVERI LIMITED,UHZAVERI,U. H. Zaveri Ltd,Active,B ,10.0,INE556Z01010,Equity,,,,,
,,,,,,,3667,541347,Parvati Sweetners and Power Ltd.,PARVATI,Parvati Sweetners and Power Ltd,Active,X ,5.0,INE295Z01015,Equity,,,,,
,,,,,,,3668,541352,Megastar Foods Limited,MEGASTAR,Megastar Foods Ltd,Active,T ,10.0,INE00EM01016,Equity,,,,,
,,,,,,,3669,541353,Innovators Facade Systems Limited,INNOVATORS,Innovators Facade Systems Ltd,Active,M ,10.0,INE870Z01015,Equity,,,,,
,,,,,,,3670,541358,UNIFINZ CAPITAL INDIA LIMITED,UCIL,Unifinz Capital India Ltd,Active,X ,10.0,INE926R01012,Equity,,,,,
,,,,,,,3671,541400,ZIM Laboratories Limited,ZIMLAB,Zim Laboratories Ltd,Active,B ,10.0,INE518E01015,Equity,,,,,
,,,,,,,3672,541402,Affordable Robotic & Automation Limited,AFFORDABLE,Affordable Robotic & Automation Ltd,Active,B ,10.0,INE692Z01013,Equity,,,,,
,,,,,,,3673,541403,Dollar Industries Limited,DOLLAR,Dollar Industries Ltd,Active,B ,2.0,INE325C01035,Equity,,,,,
,,,,,,,3674,541418,NAKODA GROUP OF INDUSTRIES LIMITED,NGIL,Nakoda Group of Industries Ltd,Active,B ,10.0,INE236Y01012,Equity,,,,,
,,,,,,,3675,541444,Palm Jewels Limited,PALMJEWELS,Palm Jewels Ltd,Active,B ,10.0,INE838Z01012,Equity,,,,,
,,,,,,,3676,541445,Waa Solar Limited,WAA,Waa Solar Ltd,Active,M ,10.0,INE799N01012,Equity,,,,,
,,,,,,,3677,541450,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10.0,INE364U01010,Equity,,,,,
,,,,,,,3678,541503,Unick Fix-A- Form and Printers Limited,UNICK,Unick Fix-A-Form And Printers Ltd,Active,X ,10.0,INE250G01010,Equity,,,,,
,,,,,,,3679,541540,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,Solara Active Pharma Sciences Ltd,Active,B ,10.0,INE624Z01016,Equity,,,,,
,,,,,,,3680,541546,GAYATRI HIGHWAYS LTD,GAYAHWS,Gayatri Highways Ltd,Active,B ,2.0,INE287Z01012,Equity,,,,,
,,,,,,,3681,541556,RITES Limited,RITES,RITES Ltd,Active,A ,10.0,INE320J01015,Equity,,,,,
,,,,,,,3682,541557,Fine Organic Industries Limited,FINEORG,Fine Organic Industries Ltd,Active,A ,5.0,INE686Y01026,Equity,,,,,
,,,,,,,3683,541578,Varroc Engineering Limited,VARROC,Varroc Engineering Ltd,Active,A ,1.0,INE665L01035,Equity,,,,,
,,,,,,,3684,541601,Rajnish Wellness Limited,RAJNISH,Rajnish Wellness Ltd,Active,B ,1.0,INE685Z01033,Equity,,,,,
,,,,,,,3685,541627,Gujarat Winding Systems Limited,GUJWIND,Gujarat Winding Systems Ltd,Active,X ,10.0,INE173V01013,Equity,,,,,
,,,,,,,3686,541633,Sophia Traexpo Limited,STRAEXPO,Sophia Traexpo Ltd,Active,XT,10.0,INE268X01017,Equity,,,,,
,,,,,,,3687,541634,Raw Edge Industrial Solutions Limited,RAWEDGE,Raw Edge Industrial Solutions Ltd,Active,B ,10.0,INE960Z01014,Equity,,,,,
,,,,,,,3688,541701,Supershakti Metaliks Limited,SUPERSHAKT,Supershakti Metaliks Ltd,Active,M ,10.0,INE00SY01011,Equity,,,,,
,,,,,,,3689,541702,Ashnisha Industries Limited,ASHNI,Ashnisha Industries Ltd,Active,XT,1.0,INE694W01024,Equity,,,,,
,,,,,,,3690,541703,RACONTEUR GLOBAL RESOURCES LIMITED,RACONTEUR,Raconteur Global Resources Ltd,Active,M ,10.0,INE00WY01013,Equity,,,,,
,,,,,,,3691,541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Active,A ,5.0,INE127D01025,Equity,,,,,
,,,,,,,3692,541735,Vivanta Industries Limited,VIVANTA,Vivanta Industries Ltd,Active,X ,1.0,INE299W01022,Equity,,,,,
,,,,,,,3693,541741,Fratelli Vineyards Limited,FRATELLI,Fratelli Vineyards Ltd,Active,X ,10.0,INE401Z01019,Equity,,,,,
,,,,,,,3694,541770,CreditAccess Grameen Ltd.,CREDITACC,CreditAccess Grameen Ltd,Active,A ,10.0,INE741K01010,Equity,,,,,
,,,,,,,3695,541771,AMIN TANNERY LIMITED,AMINTAN,Amin Tannery Ltd,Active,X ,1.0,INE572Z01017,Equity,,,,,
